filename,group,image_path,clean
M0002C002000.jpg,train,/images/train/M0002C002000.jpg,True
M0002C003000.jpg,train,/images/train/M0002C003000.jpg,True
M0002C004000.jpg,train,/images/train/M0002C004000.jpg,True
M0002C005000.jpg,train,/images/train/M0002C005000.jpg,True
M0002C006000.jpg,train,/images/train/M0002C006000.jpg,True
M0002C007000.jpg,train,/images/train/M0002C007000.jpg,True
M0002C008000.jpg,train,/images/train/M0002C008000.jpg,True
M0002C009000.jpg,train,/images/train/M0002C009000.jpg,True
M0002C010000.jpg,train,/images/train/M0002C010000.jpg,True
M0002C011000.jpg,train,/images/train/M0002C011000.jpg,True
M0002C012000.jpg,train,/images/train/M0002C012000.jpg,True
M0002C013000.jpg,train,/images/train/M0002C013000.jpg,True
M0002C014000.jpg,train,/images/train/M0002C014000.jpg,True
M0002C015000.jpg,train,/images/train/M0002C015000.jpg,True
M0002C016000.jpg,train,/images/train/M0002C016000.jpg,True
M0002C017000.jpg,test,/images/test/M0002C017000.jpg,True
M0002C018000.jpg,test,/images/test/M0002C018000.jpg,True
M0002C019000.jpg,train,/images/train/M0002C019000.jpg,True
M0002C020000.jpg,train,/images/train/M0002C020000.jpg,True
M0002C021000.jpg,train,/images/train/M0002C021000.jpg,True
M0002C022000.jpg,train,/images/train/M0002C022000.jpg,True
M0002C023000.jpg,train,/images/train/M0002C023000.jpg,True
M0002C024000.jpg,train,/images/train/M0002C024000.jpg,True
M0002C025000.jpg,train,/images/train/M0002C025000.jpg,True
M0002C026000.jpg,train,/images/train/M0002C026000.jpg,True
M0002C027000.jpg,train,/images/train/M0002C027000.jpg,True
M0002C028000.jpg,train,/images/train/M0002C028000.jpg,True
M0002C029000.jpg,train,/images/train/M0002C029000.jpg,True
M0002C030000.jpg,train,/images/train/M0002C030000.jpg,True
M0002C031000.jpg,train,/images/train/M0002C031000.jpg,True
M0002C032000.jpg,train,/images/train/M0002C032000.jpg,True
M0004C001000.jpg,train,/images/train/M0004C001000.jpg,True
M0004C002000.jpg,train,/images/train/M0004C002000.jpg,True
M0004C003000.jpg,train,/images/train/M0004C003000.jpg,True
M0004C004000.jpg,test,/images/test/M0004C004000.jpg,True
